query_id,query_text,query_type,language,video,segment_index,start_time,end_time,relevance,notes
auto_0091,"where do they talk about also decided sprinkle, apparent reason,?",natural_search,en,Al Gore- Averting the climate crisis - TED Talk,87,395.36,398.18,0,auto_negative_other_video
auto_0091,"where do they talk about also decided sprinkle, apparent reason,?",natural_search,en,Jeff Han- The radical promise of the multi-touch interface - TED Talk,123,347.92,352.14,0,auto_negative_other_video
auto_0092,"no apparent reason, letters",exact_keyword,en,Comedy 1,2,8.1,13.14,3,auto_seed_positive
auto_0092,"no apparent reason, letters",exact_keyword,en,Comedy 1,42,104.24000000000001,106.14,1,auto_negative_same_video
auto_0092,"no apparent reason, letters",exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,123,354.1,356.0,0,auto_negative_other_video
auto_0092,"no apparent reason, letters",exact_keyword,en,30Min,469,1221.9,1224.3,0,auto_negative_other_video
auto_0093,"where do they talk about also decided sprinkle, apparent reason,?",natural_search,en,Comedy 1,2,8.1,13.14,3,auto_seed_positive
auto_0093,"where do they talk about also decided sprinkle, apparent reason,?",natural_search,en,Comedy 1,18,44.2,46.4,1,auto_negative_same_video
auto_0093,"where do they talk about also decided sprinkle, apparent reason,?",natural_search,en,17Min,8,28.02,34.08,0,auto_negative_other_video
auto_0093,"where do they talk about also decided sprinkle, apparent reason,?",natural_search,en,Al Gore- Averting the climate crisis - TED Talk,214,823.5,825.8,0,auto_negative_other_video
auto_0094,"no apparent reason, letters",exact_keyword,en,Comedy 1,2,8.1,13.14,3,auto_seed_positive
auto_0094,"no apparent reason, letters",exact_keyword,en,Comedy 1,31,81.28,84.46,1,auto_negative_same_video
auto_0094,"no apparent reason, letters",exact_keyword,en,Johan Sverdrup - System 43 - Fakkel,19,130.76000000000002,137.28,0,auto_negative_other_video
auto_0094,"no apparent reason, letters",exact_keyword,en,30Min,199,596.12,598.74,0,auto_negative_other_video
auto_0095,"where do they talk about Habibi, church just fucking green?",natural_search,en,Comedy 2,39,86.26,88.92,3,auto_seed_positive
auto_0095,"where do they talk about Habibi, church just fucking green?",natural_search,en,Comedy 2,38,83.26,84.66,1,auto_negative_same_video
auto_0095,"where do they talk about Habibi, church just fucking green?",natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,347,957.0799999999999,959.46,0,auto_negative_other_video
auto_0095,"where do they talk about Habibi, church just fucking green?",natural_search,en,Jehane Noujaim- My wish- A global day of film - TED Talk,229,772.72,776.32,0,auto_negative_other_video
auto_0096,just to get a,exact_keyword,en,Comedy 2,39,86.26,88.92,3,auto_seed_positive
auto_0096,just to get a,exact_keyword,en,Comedy 2,50,106.6,107.22,1,auto_negative_same_video
auto_0096,just to get a,exact_keyword,en,Sir Ken Robinson- Do schools kill creativity. - TED Talk,271,670.98,674.9,0,auto_negative_other_video
auto_0096,just to get a,exact_keyword,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,131,280.32,281.82,0,auto_negative_other_video
auto_0097,"where do they talk about Habibi, church just fucking green?",natural_search,en,Comedy 2,39,86.26,88.92,3,auto_seed_positive
auto_0097,"where do they talk about Habibi, church just fucking green?",natural_search,en,Comedy 2,223,425.42,425.86,1,auto_negative_same_video
auto_0097,"where do they talk about Habibi, church just fucking green?",natural_search,en,Joshua Prince-Ramus- Behind the design of Seattle's library - TED Talk,343,972.0,975.4,0,auto_negative_other_video
auto_0097,"where do they talk about Habibi, church just fucking green?",natural_search,en,Johan Sverdrup - System 21_30 – Oljeeksport og,21,159.46,164.68,0,auto_negative_other_video
auto_0098,just to get a,exact_keyword,en,Comedy 2,39,86.26,88.92,3,auto_seed_positive
auto_0098,just to get a,exact_keyword,en,Comedy 2,17,35.48,36.66,1,auto_negative_same_video
auto_0098,just to get a,exact_keyword,en,30Min,447,1177.96,1180.26,0,auto_negative_other_video
auto_0098,just to get a,exact_keyword,en,30Min,575,1443.3,1445.56,0,auto_negative_other_video
auto_0099,"where do they talk about Like, first date, want something?",natural_search,en,Comedy 2,74,157.06,158.78,3,auto_seed_positive
auto_0099,"where do they talk about Like, first date, want something?",natural_search,en,Comedy 2,23,51.440000000000005,52.0,1,auto_negative_same_video
auto_0099,"where do they talk about Like, first date, want something?",natural_search,en,Sir Ken Robinson- Do schools kill creativity. - TED Talk,125,302.06,302.46,0,auto_negative_other_video
auto_0099,"where do they talk about Like, first date, want something?",natural_search,en,Jehane Noujaim- My wish- A global day of film - TED Talk,111,399.26,401.4,0,auto_negative_other_video
auto_0100,I want to do,exact_keyword,en,Comedy 2,74,157.06,158.78,3,auto_seed_positive
auto_0100,I want to do,exact_keyword,en,Comedy 2,134,280.58,281.76,1,auto_negative_same_video
auto_0100,I want to do,exact_keyword,en,video1,70,206.46,208.64,0,auto_negative_other_video
auto_0100,I want to do,exact_keyword,en,17Min,168,660.18,663.84,0,auto_negative_other_video
auto_0101,"where do they talk about Like, first date, want something?",natural_search,en,Comedy 2,74,157.06,158.78,3,auto_seed_positive
auto_0101,"where do they talk about Like, first date, want something?",natural_search,en,Comedy 2,119,248.44,249.8,1,auto_negative_same_video
auto_0101,"where do they talk about Like, first date, want something?",natural_search,en,Johan Sverdrup - System 20 - Separasjon og,51,350.1,356.8,0,auto_negative_other_video
auto_0101,"where do they talk about Like, first date, want something?",natural_search,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,581,1210.02,1212.02,0,auto_negative_other_video
auto_0102,I want to do,exact_keyword,en,Comedy 2,74,157.06,158.78,3,auto_seed_positive
auto_0102,I want to do,exact_keyword,en,Comedy 2,159,325.38,326.44,1,auto_negative_same_video
auto_0102,I want to do,exact_keyword,en,Jehane Noujaim- My wish- A global day of film - TED Talk,2,11.8,17.28,0,auto_negative_other_video
auto_0102,I want to do,exact_keyword,en,Johan Sverdrup - System 62 - Diesel,2,10.860000000000003,19.78,0,auto_negative_other_video
auto_0103,"where do they talk about like crowd, like clapping representing.?",natural_search,en,Comedy 2,80,167.06,169.6,3,auto_seed_positive
auto_0103,"where do they talk about like crowd, like clapping representing.?",natural_search,en,Comedy 2,6,12.72,13.74,1,auto_negative_same_video
auto_0103,"where do they talk about like crowd, like clapping representing.?",natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,290,821.08,822.12,0,auto_negative_other_video
auto_0103,"where do they talk about like crowd, like clapping representing.?",natural_search,en,Joshua Prince-Ramus- Behind the design of Seattle's library - TED Talk,122,345.02,347.72,0,auto_negative_other_video
auto_0104,like clapping and representing.,exact_keyword,en,Comedy 2,80,167.06,169.6,3,auto_seed_positive
auto_0104,like clapping and representing.,exact_keyword,en,Comedy 2,120,250.4,252.1,1,auto_negative_same_video
auto_0104,like clapping and representing.,exact_keyword,en,30Min,700,1710.2,1712.76,0,auto_negative_other_video
auto_0104,like clapping and representing.,exact_keyword,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,565,1176.1200000000001,1176.68,0,auto_negative_other_video
auto_0105,"where do they talk about like crowd, like clapping representing.?",natural_search,en,Comedy 2,80,167.06,169.6,3,auto_seed_positive
auto_0105,"where do they talk about like crowd, like clapping representing.?",natural_search,en,Comedy 2,64,132.32,133.82,1,auto_negative_same_video
auto_0105,"where do they talk about like crowd, like clapping representing.?",natural_search,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,509,1054.1,1056.08,0,auto_negative_other_video
auto_0105,"where do they talk about like crowd, like clapping representing.?",natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,165,473.12,474.88,0,auto_negative_other_video
auto_0106,like clapping and representing.,exact_keyword,en,Comedy 2,80,167.06,169.6,3,auto_seed_positive
auto_0106,like clapping and representing.,exact_keyword,en,Comedy 2,159,325.38,326.44,1,auto_negative_same_video
auto_0106,like clapping and representing.,exact_keyword,en,Johan Sverdrup - System 20 - Separasjon og,27,211.58,215.24,0,auto_negative_other_video
auto_0106,like clapping and representing.,exact_keyword,en,Hans Rosling- The best stats you've ever seen - TED Talk,224,732.7,736.12,0,auto_negative_other_video
auto_0107,where do they talk about think that thinking this about?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,420,1179.66,1192.7,3,auto_seed_positive
auto_0107,where do they talk about think that thinking this about?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,264,760.76,762.06,1,auto_negative_same_video
auto_0107,where do they talk about think that thinking this about?,natural_search,en,Johan Sverdrup – System 18 – Havbunnsbrønner og,35,150.62,152.72,0,auto_negative_other_video
auto_0107,where do they talk about think that thinking this about?,natural_search,en,Sir Ken Robinson- Do schools kill creativity. - TED Talk,282,695.8,697.64,0,auto_negative_other_video
auto_0108,been hearing about the,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,420,1179.66,1192.7,3,auto_seed_positive
auto_0108,been hearing about the,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,109,317.42,318.2,1,auto_negative_same_video
auto_0108,been hearing about the,exact_keyword,en,Comedy 1,31,81.28,84.46,0,auto_negative_other_video
auto_0108,been hearing about the,exact_keyword,en,video1,423,1300.64,1302.64,0,auto_negative_other_video
auto_0109,where do they talk about think that thinking this about?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,420,1179.66,1192.7,3,auto_seed_positive
auto_0109,where do they talk about think that thinking this about?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,91,270.9,272.08,1,auto_negative_same_video
auto_0109,where do they talk about think that thinking this about?,natural_search,en,Jehane Noujaim- My wish- A global day of film - TED Talk,362,1229.8,1231.16,0,auto_negative_other_video
auto_0109,where do they talk about think that thinking this about?,natural_search,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,16,42.82,44.5,0,auto_negative_other_video
auto_0110,been hearing about the,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,420,1179.66,1192.7,3,auto_seed_positive
auto_0110,been hearing about the,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,512,1441.92,1444.12,1,auto_negative_same_video
auto_0110,been hearing about the,exact_keyword,en,Johan Sverdrup - System 20 - Separasjon og,22,170.36,175.54,0,auto_negative_other_video
auto_0110,been hearing about the,exact_keyword,en,Jehane Noujaim- My wish- A global day of film - TED Talk,122,428.9,432.5,0,auto_negative_other_video
auto_0111,where do they talk about evidence available biological sciences supports?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,403,1131.98,1141.5,3,auto_seed_positive
auto_0111,where do they talk about evidence available biological sciences supports?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,230,660.94,663.54,1,auto_negative_same_video
auto_0111,where do they talk about evidence available biological sciences supports?,natural_search,en,video1,177,535.44,537.16,0,auto_negative_other_video
auto_0111,where do they talk about evidence available biological sciences supports?,natural_search,en,video1,34,100.74,104.1,0,auto_negative_other_video
auto_0112,cosmos is especially designed,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,403,1131.98,1141.5,3,auto_seed_positive
auto_0112,cosmos is especially designed,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,286,812.6,816.52,1,auto_negative_same_video
auto_0112,cosmos is especially designed,exact_keyword,en,video1,276,864.34,867.4,0,auto_negative_other_video
auto_0112,cosmos is especially designed,exact_keyword,en,Sir Ken Robinson- Do schools kill creativity. - TED Talk,191,476.14,477.56,0,auto_negative_other_video
auto_0113,where do they talk about evidence available biological sciences supports?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,403,1131.98,1141.5,3,auto_seed_positive
auto_0113,where do they talk about evidence available biological sciences supports?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,368,1023.22,1024.18,1,auto_negative_same_video
auto_0113,where do they talk about evidence available biological sciences supports?,natural_search,en,17Min,30,129.92,131.1,0,auto_negative_other_video
auto_0113,where do they talk about evidence available biological sciences supports?,natural_search,en,Comedy 2,34,74.86,77.26,0,auto_negative_other_video
auto_0114,cosmos is especially designed,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,403,1131.98,1141.5,3,auto_seed_positive
auto_0114,cosmos is especially designed,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,216,607.3199999999999,609.48,1,auto_negative_same_video
auto_0114,cosmos is especially designed,exact_keyword,en,Johan Sverdrup - System 29 - Vanninjeksjon,9,66.56,69.84,0,auto_negative_other_video
auto_0114,cosmos is especially designed,exact_keyword,en,Hans Rosling- The best stats you've ever seen - TED Talk,189,622.06,624.72,0,auto_negative_other_video
auto_0115,where do they talk about afraid that people take that?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,400,1118.46,1127.96,3,auto_seed_positive
auto_0115,where do they talk about afraid that people take that?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,110,318.2,319.54,1,auto_negative_same_video
auto_0115,where do they talk about afraid that people take that?,natural_search,en,Rick Warren- A life of purpose - TED Talk,92,289.6,294.02,0,auto_negative_other_video
auto_0115,where do they talk about afraid that people take that?,natural_search,en,Jeff Han- The radical promise of the multi-touch interface - TED Talk,21,72.32,73.16,0,auto_negative_other_video
auto_0116,do the sorts of,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,400,1118.46,1127.96,3,auto_seed_positive
auto_0116,do the sorts of,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,262,754.16,757.26,1,auto_negative_same_video
auto_0116,do the sorts of,exact_keyword,en,Johan Sverdrup - System 45 - Brenngass,0,0.0,10.04,0,auto_negative_other_video
auto_0116,do the sorts of,exact_keyword,en,Joshua Prince-Ramus- Behind the design of Seattle's library - TED Talk,105,306.14,307.82,0,auto_negative_other_video
auto_0117,where do they talk about afraid that people take that?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,400,1118.46,1127.96,3,auto_seed_positive
auto_0117,where do they talk about afraid that people take that?,natural_search,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,469,1350.92,1352.74,1,auto_negative_same_video
auto_0117,where do they talk about afraid that people take that?,natural_search,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,288,611.9,612.78,0,auto_negative_other_video
auto_0117,where do they talk about afraid that people take that?,natural_search,en,Larry Brilliant- My wish- Help me stop pandemics - TED Talk,15,84.82,89.18,0,auto_negative_other_video
auto_0118,do the sorts of,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,400,1118.46,1127.96,3,auto_seed_positive
auto_0118,do the sorts of,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,83,256.0,257.3,1,auto_negative_same_video
auto_0118,do the sorts of,exact_keyword,en,Joshua Prince-Ramus- Behind the design of Seattle's library - TED Talk,224,641.88,644.26,0,auto_negative_other_video
auto_0118,do the sorts of,exact_keyword,en,Majora Carter- Greening the ghetto - TED Talk,40,116.72,117.5,0,auto_negative_other_video
auto_0119,where do they talk about simply beautifully designed. Let's this?,natural_search,en,David Pogue- Simplicity sells - TED Talk,152,880.8,891.18,3,auto_seed_positive
auto_0119,where do they talk about simply beautifully designed. Let's this?,natural_search,en,David Pogue- Simplicity sells - TED Talk,160,934.7,937.7,1,auto_negative_same_video
auto_0119,where do they talk about simply beautifully designed. Let's this?,natural_search,en,video1,22,65.34,67.06,0,auto_negative_other_video
auto_0119,where do they talk about simply beautifully designed. Let's this?,natural_search,en,Sir Ken Robinson- Do schools kill creativity. - TED Talk,36,110.0,113.36,0,auto_negative_other_video
auto_0120,watch that has to,exact_keyword,en,David Pogue- Simplicity sells - TED Talk,152,880.8,891.18,3,auto_seed_positive
auto_0120,watch that has to,exact_keyword,en,David Pogue- Simplicity sells - TED Talk,57,344.48,349.68,1,auto_negative_same_video
auto_0120,watch that has to,exact_keyword,en,video1,69,203.56,206.36,0,auto_negative_other_video
auto_0120,watch that has to,exact_keyword,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,275,584.04,585.8,0,auto_negative_other_video
auto_0121,where do they talk about simply beautifully designed. Let's this?,natural_search,en,David Pogue- Simplicity sells - TED Talk,152,880.8,891.18,3,auto_seed_positive
auto_0121,where do they talk about simply beautifully designed. Let's this?,natural_search,en,David Pogue- Simplicity sells - TED Talk,58,349.68,353.42,1,auto_negative_same_video
auto_0121,where do they talk about simply beautifully designed. Let's this?,natural_search,en,Joshua Prince-Ramus- Behind the design of Seattle's library - TED Talk,151,430.18,434.78,0,auto_negative_other_video
auto_0121,where do they talk about simply beautifully designed. Let's this?,natural_search,en,30Min,444,1172.46,1173.48,0,auto_negative_other_video
auto_0122,watch that has to,exact_keyword,en,David Pogue- Simplicity sells - TED Talk,152,880.8,891.18,3,auto_seed_positive
auto_0122,watch that has to,exact_keyword,en,David Pogue- Simplicity sells - TED Talk,184,1037.74,1042.06,1,auto_negative_same_video
auto_0122,watch that has to,exact_keyword,en,Risk management,44,210.5,215.98,0,auto_negative_other_video
auto_0122,watch that has to,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,210,589.5,591.22,0,auto_negative_other_video
auto_0123,where do they talk about They're dying throw whole thing?,natural_search,en,David Pogue- Simplicity sells - TED Talk,149,857.12,866.98,3,auto_seed_positive
auto_0123,where do they talk about They're dying throw whole thing?,natural_search,en,David Pogue- Simplicity sells - TED Talk,114,606.7,610.8,1,auto_negative_same_video
auto_0123,where do they talk about They're dying throw whole thing?,natural_search,en,Johan Sverdrup - System 45 - Brenngass,1,12.9,15.82,0,auto_negative_other_video
auto_0123,where do they talk about They're dying throw whole thing?,natural_search,en,30Min,521,1334.36,1335.78,0,auto_negative_other_video
auto_0124,locked in because so,exact_keyword,en,David Pogue- Simplicity sells - TED Talk,149,857.12,866.98,3,auto_seed_positive
auto_0124,locked in because so,exact_keyword,en,David Pogue- Simplicity sells - TED Talk,236,1248.86,1250.72,1,auto_negative_same_video
auto_0124,locked in because so,exact_keyword,en,Majora Carter- Greening the ghetto - TED Talk,124,371.26,373.98,0,auto_negative_other_video
auto_0124,locked in because so,exact_keyword,en,AkerBP 3,29,208.68,217.1,0,auto_negative_other_video
auto_0125,where do they talk about They're dying throw whole thing?,natural_search,en,David Pogue- Simplicity sells - TED Talk,149,857.12,866.98,3,auto_seed_positive
auto_0125,where do they talk about They're dying throw whole thing?,natural_search,en,David Pogue- Simplicity sells - TED Talk,102,536.02,541.32,1,auto_negative_same_video
auto_0125,where do they talk about They're dying throw whole thing?,natural_search,en,Joshua Prince-Ramus- Behind the design of Seattle's library - TED Talk,134,382.98,385.4,0,auto_negative_other_video
auto_0125,where do they talk about They're dying throw whole thing?,natural_search,en,AkerBP 3,20,163.98,171.58,0,auto_negative_other_video
auto_0126,locked in because so,exact_keyword,en,David Pogue- Simplicity sells - TED Talk,149,857.12,866.98,3,auto_seed_positive
auto_0126,locked in because so,exact_keyword,en,David Pogue- Simplicity sells - TED Talk,124,672.6800000000001,679.84,1,auto_negative_same_video
auto_0126,locked in because so,exact_keyword,en,Majora Carter- Greening the ghetto - TED Talk,62,184.96,188.72,0,auto_negative_other_video
auto_0126,locked in because so,exact_keyword,en,Johan Sverdrup - System 42 - Kjemikalieinjeksjon,22,129.06,138.2,0,auto_negative_other_video
auto_0127,where do they talk about there's also Microsoft that's really?,natural_search,en,David Pogue- Simplicity sells - TED Talk,150,867.34,875.74,3,auto_seed_positive
auto_0127,where do they talk about there's also Microsoft that's really?,natural_search,en,David Pogue- Simplicity sells - TED Talk,182,1027.68,1032.82,1,auto_negative_same_video
auto_0127,where do they talk about there's also Microsoft that's really?,natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,71,249.3,250.78,0,auto_negative_other_video
auto_0127,where do they talk about there's also Microsoft that's really?,natural_search,en,Rick Warren- A life of purpose - TED Talk,366,1092.78,1094.84,0,auto_negative_other_video
auto_0128,designs. I like the,exact_keyword,en,David Pogue- Simplicity sells - TED Talk,150,867.34,875.74,3,auto_seed_positive
auto_0128,designs. I like the,exact_keyword,en,David Pogue- Simplicity sells - TED Talk,186,1047.1,1051.52,1,auto_negative_same_video
auto_0128,designs. I like the,exact_keyword,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,176,386.70000000000005,387.98,0,auto_negative_other_video
auto_0128,designs. I like the,exact_keyword,en,video1,110,334.02,336.98,0,auto_negative_other_video
auto_0129,where do they talk about there's also Microsoft that's really?,natural_search,en,David Pogue- Simplicity sells - TED Talk,150,867.34,875.74,3,auto_seed_positive
auto_0129,where do they talk about there's also Microsoft that's really?,natural_search,en,David Pogue- Simplicity sells - TED Talk,236,1248.86,1250.72,1,auto_negative_same_video
auto_0129,where do they talk about there's also Microsoft that's really?,natural_search,en,Johan Sverdrup - System 64 - Nitrogen,0,0.0,10.36,0,auto_negative_other_video
auto_0129,where do they talk about there's also Microsoft that's really?,natural_search,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,519,1074.6000000000001,1075.98,0,auto_negative_other_video
auto_0130,designs. I like the,exact_keyword,en,David Pogue- Simplicity sells - TED Talk,150,867.34,875.74,3,auto_seed_positive
auto_0130,designs. I like the,exact_keyword,en,David Pogue- Simplicity sells - TED Talk,53,320.32,324.84,1,auto_negative_same_video
auto_0130,designs. I like the,exact_keyword,en,Joshua Prince-Ramus- Behind the design of Seattle's library - TED Talk,12,64.88,67.64,0,auto_negative_other_video
auto_0130,designs. I like the,exact_keyword,en,Joshua Prince-Ramus- Behind the design of Seattle's library - TED Talk,41,137.46,138.44,0,auto_negative_other_video
auto_0131,where do they talk about little nervous. thought these students?,natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,1,30.0,35.54,3,auto_seed_positive
auto_0131,where do they talk about little nervous. thought these students?,natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,67,238.22,238.9,1,auto_negative_same_video
auto_0131,where do they talk about little nervous. thought these students?,natural_search,en,Johan Sverdrup - System 45 - Brenngass,18,118.94,119.26,0,auto_negative_other_video
auto_0131,where do they talk about little nervous. thought these students?,natural_search,en,Majora Carter- Greening the ghetto - TED Talk,219,657.0600000000001,660.64,0,auto_negative_other_video
auto_0132,actually have the highest,exact_keyword,en,Hans Rosling- The best stats you've ever seen - TED Talk,1,30.0,35.54,3,auto_seed_positive
auto_0132,actually have the highest,exact_keyword,en,Hans Rosling- The best stats you've ever seen - TED Talk,314,1004.36,1006.48,1,auto_negative_same_video
auto_0132,actually have the highest,exact_keyword,en,Jehane Noujaim- My wish- A global day of film - TED Talk,40,181.34,184.6,0,auto_negative_other_video
auto_0132,actually have the highest,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,488,1394.14,1395.24,0,auto_negative_other_video
auto_0133,where do they talk about little nervous. thought these students?,natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,1,30.0,35.54,3,auto_seed_positive
auto_0133,where do they talk about little nervous. thought these students?,natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,306,985.18,987.08,1,auto_negative_same_video
auto_0133,where do they talk about little nervous. thought these students?,natural_search,en,Al Gore- Averting the climate crisis - TED Talk,106,452.82,454.94,0,auto_negative_other_video
auto_0133,where do they talk about little nervous. thought these students?,natural_search,en,video1,288,891.92,892.42,0,auto_negative_other_video
auto_0134,actually have the highest,exact_keyword,en,Hans Rosling- The best stats you've ever seen - TED Talk,1,30.0,35.54,3,auto_seed_positive
auto_0134,actually have the highest,exact_keyword,en,Hans Rosling- The best stats you've ever seen - TED Talk,36,162.70000000000002,165.9,1,auto_negative_same_video
auto_0134,actually have the highest,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,435,1242.94,1245.68,0,auto_negative_other_video
auto_0134,actually have the highest,exact_keyword,en,Al Gore- Averting the climate crisis - TED Talk,197,764.44,769.22,0,auto_negative_other_video
auto_0135,"where do they talk about won't test here, it's Turkey?",natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,9,62.62,69.3,3,auto_seed_positive
auto_0135,"where do they talk about won't test here, it's Turkey?",natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,215,696.76,700.9,1,auto_negative_same_video
auto_0135,"where do they talk about won't test here, it's Turkey?",natural_search,en,30Min,586,1467.34,1469.06,0,auto_negative_other_video
auto_0135,"where do they talk about won't test here, it's Turkey?",natural_search,en,30Min,565,1420.62,1422.28,0,auto_negative_other_video
auto_0136,Turkey which is highest,exact_keyword,en,Hans Rosling- The best stats you've ever seen - TED Talk,9,62.62,69.3,3,auto_seed_positive
auto_0136,Turkey which is highest,exact_keyword,en,Hans Rosling- The best stats you've ever seen - TED Talk,258,855.06,857.72,1,auto_negative_same_video
auto_0136,Turkey which is highest,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,521,1461.14,1462.68,0,auto_negative_other_video
auto_0136,Turkey which is highest,exact_keyword,en,Rick Warren- A life of purpose - TED Talk,92,289.6,294.02,0,auto_negative_other_video
auto_0137,"where do they talk about won't test here, it's Turkey?",natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,9,62.62,69.3,3,auto_seed_positive
auto_0137,"where do they talk about won't test here, it's Turkey?",natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,348,1119.78,1122.6,1,auto_negative_same_video
auto_0137,"where do they talk about won't test here, it's Turkey?",natural_search,en,Joshua Prince-Ramus- Behind the design of Seattle's library - TED Talk,286,804.02,806.6,0,auto_negative_other_video
auto_0137,"where do they talk about won't test here, it's Turkey?",natural_search,en,Majora Carter- Greening the ghetto - TED Talk,344,1001.86,1003.76,0,auto_negative_other_video
auto_0138,Turkey which is highest,exact_keyword,en,Hans Rosling- The best stats you've ever seen - TED Talk,9,62.62,69.3,3,auto_seed_positive
auto_0138,Turkey which is highest,exact_keyword,en,Hans Rosling- The best stats you've ever seen - TED Talk,332,1063.58,1064.72,1,auto_negative_same_video
auto_0138,Turkey which is highest,exact_keyword,en,Tony Robbins- 토니 라빈스 '행동의 이유' - TED Talk,138,295.12,297.0,0,auto_negative_other_video
auto_0138,Turkey which is highest,exact_keyword,en,Majora Carter- Greening the ghetto - TED Talk,5,22.6,25.8,0,auto_negative_other_video
auto_0139,where do they talk about have shown that Swedish students?,natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,17,91.22,99.22,3,auto_seed_positive
auto_0139,where do they talk about have shown that Swedish students?,natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,122,422.12,423.96,1,auto_negative_same_video
auto_0139,where do they talk about have shown that Swedish students?,natural_search,en,video1,4,13.8,16.9,0,auto_negative_other_video
auto_0139,where do they talk about have shown that Swedish students?,natural_search,en,Comedy 1,125,246.32,247.74,0,auto_negative_other_video
auto_0140,statistically significantly less about,exact_keyword,en,Hans Rosling- The best stats you've ever seen - TED Talk,17,91.22,99.22,3,auto_seed_positive
auto_0140,statistically significantly less about,exact_keyword,en,Hans Rosling- The best stats you've ever seen - TED Talk,205,666.24,670.44,1,auto_negative_same_video
auto_0140,statistically significantly less about,exact_keyword,en,Comedy 2,143,294.82,295.22,0,auto_negative_other_video
auto_0140,statistically significantly less about,exact_keyword,en,Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk,333,914.84,916.6,0,auto_negative_other_video
auto_0141,where do they talk about have shown that Swedish students?,natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,17,91.22,99.22,3,auto_seed_positive
auto_0141,where do they talk about have shown that Swedish students?,natural_search,en,Hans Rosling- The best stats you've ever seen - TED Talk,32,149.02,151.1,1,auto_negative_same_video
