Filename	Start_Time	Text
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:04	Here's one.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:04	God deliberately shaped and formed you to serve him in a way that makes your ministry unique.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:09	He carefully mixed the DNA cocktail that created you.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:15	I think that's false.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:18	Now, maybe we want to treat it as metaphorical.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:21	Here's another one.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:23	For instance, your brain can store 100 trillion facts.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:25	Your mind can handle 15,000 seconds.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:27	You can make decisions in a second.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:29	Well, it would be interesting to find the interpretation where I would accept that.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:32	There might be some way of treating that as true.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:37	Anthropologists have noted that worship is a universal urge hardwired by God into the very fiber of our being.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:42	But being an inbuilt need to connect with God.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:46	Well, there's a sense in which I agree with him.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:48	Except I think it has an evolutionary explanation.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:51	And what I find deeply troubling in this book is that he seems to be arguing that God is not the only one who can do that.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:20:57	That if you want to be moral, if you want to have meaning in your life, you have to be an intelligent designer.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:03	You have to deny the theory of evolution by natural selection.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:07	And I think on the contrary.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:08	That it is very important to solving the world's problems that we take evolutionary biology seriously.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:15	Whose truth are we going to listen to?
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:18	Well, this from Purpose Driven Life.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:21	The Bible must become the authoritative standard for my life.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:24	The compass I rely on for direction.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:26	The counsel I listen to for making wise decisions.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:29	And the benchmark I use for evaluating everything.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:33	Well, maybe okay.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:34	But what's going to follow from this?
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:37	And here's one that does concern me.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:40	Well, remember I quoted him before with this line.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:43	Surrendered people obey God's word even if it doesn't make sense.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:48	And that's a problem.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:53	Don't ever argue with the devil.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:55	He's better at arguing with the devil than you.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:21:56	And he's better at arguing than you are having had thousands of years to practice.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:00	Now, Rick Warren didn't invent this clever move.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:04	It's an old move.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:05	It's a very clever adaptation of religions.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:08	It's a wild card for disarming any reasonable criticism.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:13	You don't like my interpretation?
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:15	You've got a reasonable objection to it?
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:17	Don't listen, don't listen.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:19	That's the devil speaking.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:23	This discourages the sort of reasoning.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:26	This discourages the sort of reasoning.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:27	Citizenship, it seems to me, that we want to have.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:30	I've got one more problem, then I'm through.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:33	And I'd really like to get a response if Rick is able to do it.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:38	In the Great Commission, Jesus said,
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:40	Go to all people of all nations and make them my disciples.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:43	Baptize them in the name of the Father, the Son, and the Holy Spirit.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:46	Teach them to do everything I have told you.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:48	Teach them to do everything I have told you.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:49	The Bible says Jesus is the only one who can save the world.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:53	The Bible says Jesus is the only one who can save the world.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:53	Now, here we've seen many wonderful maps of the world in the last century.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:22:57	Here's one, not as beautiful as the others.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:00	Here's one, not as beautiful as the others.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:00	It simply shows the religions of the world.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:03	And here's one that shows the sort of current breakdown of the different religions.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:07	
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:07	Now,
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:08	Now,
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:10	do we really want to
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:13	commit ourselves
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:14	to
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:16	engulfing all the other religions
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:19	when
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:20	their holy books are telling them
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:23	don't listen to the other side,
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:25	don't listen to the other side,
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:26	and that's just Satan talking?
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:27	It seems to me that that's
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:30	a very problematic
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:33	ship
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:33	to get on for the future.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:37	I found this
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:38	sign as I was driving
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:40	to Maine recently in front of a church.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:42	Good without God becomes zero.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:44	Sort of cute. A very
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:46	clever little meme.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:49	I don't believe it.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:51	I don't believe it.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:51	And I think this idea, popular as it is,
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:55	And I think this idea, popular as it is,
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:56	but in general,
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:23:57	is itself one of the main problems that we face.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:00	If you are like me,
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:01	you know many wonderful,
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:05	committed,
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:07	engaged atheists,
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:08	agnostics,
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:09	who are being very good
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:11	without God.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:13	And you also know many religious people
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:15	who hide behind their sanctity
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:18	instead of doing good works.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:21	So, I wish we could
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:22	drop this meme.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:24	I wish this meme would go extinct.
Dan Dennett- Let's teach religion -- all religion -- in schools - TED Talk.mp4	00:24:26	Thanks very much for your attention.
David Pogue- Simplicity sells - TED Talk.mp4	00:00:06	Hello voicemail my old friend I've called for tech support again I ignored my boss's warning
David Pogue- Simplicity sells - TED Talk.mp4	00:00:17	I called on a Monday morning now it's evening and my dinner first grew cold and then grew
David Pogue- Simplicity sells - TED Talk.mp4	00:00:26	mold I'm still on hold I'm listening to the sounds of silence I don't think you understand
David Pogue- Simplicity sells - TED Talk.mp4	00:00:37	I think your phone lines are unmanned I punched every touch tone I was told but I still spent 18
David Pogue- Simplicity sells - TED Talk.mp4	00:00:47	hours on hold it's not enough your software crashed my Mac and it constantly hangs and
David Pogue- Simplicity sells - TED Talk.mp4	00:00:56	erased my roms now the Mac makes the sounds of silence in my dreams I fantasize a freaking
David Pogue- Simplicity sells - TED Talk.mp4	00:01:07	vengeance on you guys say your motorcycle crashes blood comes gushing from your gashes
David Pogue- Simplicity sells - TED Talk.mp4	00:01:17	with your fading strength you call 9-1-1 and you pray for a trained MD but you get me
David Pogue- Simplicity sells - TED Talk.mp4	00:01:26	and you listen to the sounds of silence
David Pogue- Simplicity sells - TED Talk.mp4	00:01:37	good evening and welcome to spot the Ted presenter who used to be a Broadway accompanist okay um when
David Pogue- Simplicity sells - TED Talk.mp4	00:01:43	I was offered the times column six years ago it was the deal was like this you will be sent the
David Pogue- Simplicity sells - TED Talk.mp4	00:01:49	coolest hottest slickest new gadgets every week it'll arrive at your door you get to try them out
David Pogue- Simplicity sells - TED Talk.mp4	00:01:56	until the novelty wears back before you have to send them back and you'll get paid for it you can
David Pogue- Simplicity sells - TED Talk.mp4	00:02:01	think about it if you want so I've always been a technology nut and I absolutely love it the the
David Pogue- Simplicity sells - TED Talk.mp4	00:02:08	job though came with one small downside and that is they intended to publish my email address at
David Pogue- Simplicity sells - TED Talk.mp4	00:02:13	the end of every column and what I've noticed is first of all you get an incredible amount of email
David Pogue- Simplicity sells - TED Talk.mp4	00:02:21	if you ever are feeling lonely get a New York Times column because you will get hundreds and hundreds of
David Pogue- Simplicity sells - TED Talk.mp4	00:02:26	hundreds of emails. And the email I'm getting a lot today is about frustration. People are
David Pogue- Simplicity sells - TED Talk.mp4	00:02:31	feeling like things... Okay, I just had an alarm come up on my screen. Lucky you can't
David Pogue- Simplicity sells - TED Talk.mp4	00:02:37	see it. People are feeling overwhelmed. They're feeling like it's too much technology, too
David Pogue- Simplicity sells - TED Talk.mp4	00:02:41	fast. It may be good technology, but I feel like there's not enough of the support structure.
David Pogue- Simplicity sells - TED Talk.mp4	00:02:47	There's not enough help. There's not enough thought put into the design of it to make
David Pogue- Simplicity sells - TED Talk.mp4	00:02:51	it easy and enjoyable to use. One time I wrote a column about my efforts to reach Dell technical
David Pogue- Simplicity sells - TED Talk.mp4	00:02:56	support and within 12 hours there were 700 messages from readers on the feedback boards
David Pogue- Simplicity sells - TED Talk.mp4	00:03:03	on the Times website from users saying, me too and here's my tale of woe. I call it software
David Pogue- Simplicity sells - TED Talk.mp4	00:03:10	rage. And man, let me tell you, whoever figures out how to make money off of this frustration
David Pogue- Simplicity sells - TED Talk.mp4	00:03:15	will... Oh, how did that get up there? Just kidding.
David Pogue- Simplicity sells - TED Talk.mp4	00:03:20	Okay. So, I'm going to go ahead and get started. I'm going to go ahead and get started. Okay.
David Pogue- Simplicity sells - TED Talk.mp4	00:03:21	
David Pogue- Simplicity sells - TED Talk.mp4	00:03:21	
David Pogue- Simplicity sells - TED Talk.mp4	00:03:21	So, why is the problem accelerating? And part of the problem is, ironically, it's because
David Pogue- Simplicity sells - TED Talk.mp4	00:03:26	the industry has put so much thought into making things easier to use. I'll show you
David Pogue- Simplicity sells - TED Talk.mp4	00:03:30	what I mean. This is what the computer interface used to look like, DOS. Over the years, it's
David Pogue- Simplicity sells - TED Talk.mp4	00:03:37	gotten easier to use. This is the original Mac operating system. Reagan was president.
David Pogue- Simplicity sells - TED Talk.mp4	00:03:42	Madonna was still brunette. And the entire operating system, this is the good part, the
David Pogue- Simplicity sells - TED Talk.mp4	00:03:46	entire operating system fit in 211K.
David Pogue- Simplicity sells - TED Talk.mp4	00:03:50	You couldn't put the Mac OS X logo in 211K. So, the irony is that as these things became
David Pogue- Simplicity sells - TED Talk.mp4	00:03:58	easier to use, a less technical, broader audience were coming into contact with this equipment
David Pogue- Simplicity sells - TED Talk.mp4	00:04:04	for the first time. I once had the distinct privilege of sitting in on the Apple call
David Pogue- Simplicity sells - TED Talk.mp4	00:04:10	center for a day. The guy had a duplicate headset for me to listen to. And the calls...
David Pogue- Simplicity sells - TED Talk.mp4	00:04:16	You know how they say your call may be recorded for a day? Well, I don't know. I don't know.
David Pogue- Simplicity sells - TED Talk.mp4	00:04:20	I don't know if you're here for quality assurance. Your call may be recorded so that they can
David Pogue- Simplicity sells - TED Talk.mp4	00:04:25	collect the funniest dumb user stories and pass them around on a CD, which they do.
David Pogue- Simplicity sells - TED Talk.mp4	00:04:30	And I have a copy. It's in your gift bag. No, no, no, no, no. With your voices on it.
David Pogue- Simplicity sells - TED Talk.mp4	00:04:39	So some of the stories are just so classical, classic and yet so understandable. A woman
David Pogue- Simplicity sells - TED Talk.mp4	00:04:45	called Apple to complain that her mouse was squeaking, making a squeaking noise. And the
David Pogue- Simplicity sells - TED Talk.mp4	00:04:49	technician said, well, I don't know. I don't know. I don't know. I don't know. I don't know.
David Pogue- Simplicity sells - TED Talk.mp4	00:04:50	And the technician said, well, man, what do you mean your mouse is squeaking? She said,
David Pogue- Simplicity sells - TED Talk.mp4	00:04:52	all I can tell you is that it squeaks louder the faster I move it across the screen.
David Pogue- Simplicity sells - TED Talk.mp4	00:05:00	And the technician's like, ma'am, you've got the mouse up against the screen? She goes,
David Pogue- Simplicity sells - TED Talk.mp4	00:05:05	well, the message said click here to continue. Well, if you like that one, how much time
David Pogue- Simplicity sells - TED Talk.mp4	00:05:14	we got. Another one, a guy called, this is absolutely true, his computer had crashed
David Pogue- Simplicity sells - TED Talk.mp4	00:05:19	and he told the technician, well, I don't know. I don't know. I don't know. I don't know.
David Pogue- Simplicity sells - TED Talk.mp4	00:05:20	And the technician, he couldn't restart it no matter how many times he typed 11. And
David Pogue- Simplicity sells - TED Talk.mp4	00:05:24	the technician said, what? Why are you typing 11? He said, the message says, error, type
David Pogue- Simplicity sells - TED Talk.mp4	00:05:30	11.
David Pogue- Simplicity sells - TED Talk.mp4	00:05:35	So we must admit that some of the blame falls squarely at the feet of the users. But why
David Pogue- Simplicity sells - TED Talk.mp4	00:05:44	is the technical overload crisis, the complexity of the crisis accelerating now in the hardware
David Pogue- Simplicity sells - TED Talk.mp4	00:05:49	world? It's because we, the consumers, want everything to be smaller, smaller, smaller.
David Pogue- Simplicity sells - TED Talk.mp4	00:05:53	So the gadgets are getting tinier and tinier, but our fingers are essentially staying the
David Pogue- Simplicity sells - TED Talk.mp4	00:05:58	same size. So it gets more and more of a challenge. Software is subject to another primal force,
David Pogue- Simplicity sells - TED Talk.mp4	00:06:03	the mandate to release more and more versions. When you buy a piece of software, it's not
David Pogue- Simplicity sells - TED Talk.mp4	00:06:07	like buying a vase or a candy bar where you own it. It's more like joining a club where
David Pogue- Simplicity sells - TED Talk.mp4	00:06:12	you pay dues every year. And every year they say, we've added more features and we'll sell
David Pogue- Simplicity sells - TED Talk.mp4	00:06:17	it to you for $99. I know that's a lot of money. But I think it's a lot of money. And I think
David Pogue- Simplicity sells - TED Talk.mp4	00:06:19	
David Pogue- Simplicity sells - TED Talk.mp4	00:06:19	it's worth it. I know one guy who spent $4,000 just on Photoshop over the years. And software
David Pogue- Simplicity sells - TED Talk.mp4	00:06:25	companies make 35% of their revenue from just these software upgrades. I call it the software
David Pogue- Simplicity sells - TED Talk.mp4	00:06:30	upgrade paradox which is that if you improve a piece of software enough times, you eventually
David Pogue- Simplicity sells - TED Talk.mp4	00:06:36	ruin it. I mean Microsoft Word was last. Just a word processor in the Eisenhower administration.
David Pogue- Simplicity sells - TED Talk.mp4	00:06:43	But what's the alternative? Microsoft actually did this experiment. They said, wait a minute,
David Pogue- Simplicity sells - TED Talk.mp4	00:06:49	everyone complains. They're all in a different world. They're all saying, they want exactly
David Pogue- Simplicity sells - TED Talk.mp4	00:06:49	that we're adding so many features, let's create a word processor that's just a word
David Pogue- Simplicity sells - TED Talk.mp4	00:06:53	processor. Simple, pure, does not do web pages, is not a database. And it came out. And it
David Pogue- Simplicity sells - TED Talk.mp4	00:06:59	was called Microsoft Write. And none of you are nodding in acknowledgement because it
David Pogue- Simplicity sells - TED Talk.mp4	00:07:03	died. It tanked. No one ever bought it. I call this the sport utility principle. People
David Pogue- Simplicity sells - TED Talk.mp4	00:07:09	like to surround themselves with unnecessary power. Right? They don't need the database
David Pogue- Simplicity sells - TED Talk.mp4	00:07:14	and the website. But they're like, well, I'll upgrade because I might. I might need that
David Pogue- Simplicity sells - TED Talk.mp4	00:07:19	someday. So the problem is, as you add more features, where are they going to go? Where
David Pogue- Simplicity sells - TED Talk.mp4	00:07:24	are you going to stick them? You only have so many design tools. You can do buttons.
David Pogue- Simplicity sells - TED Talk.mp4	00:07:29	You can do sliders, pop-up menus, submenus. But if you're not careful about how you choose,
David Pogue- Simplicity sells - TED Talk.mp4	00:07:35	you wind up with this. This is an unretouched, this is not a joke, unretouched photo of Microsoft
David Pogue- Simplicity sells - TED Talk.mp4	00:07:42	Word, the copy that you have with all the toolbars open. You've obviously never opened
David Pogue- Simplicity sells - TED Talk.mp4	00:07:48	all the toolbars.
30Min.mp4	00:19:32	And she's not alone.
30Min.mp4	00:19:33	Perseverance does the same,
30Min.mp4	00:19:35	including this selfie with Ingenuity.
30Min.mp4	00:19:37	Honestly, they're the most chronically online
30Min.mp4	00:19:40	duo on Mars.
30Min.mp4	00:19:41	We always know exactly where they are,
30Min.mp4	00:19:43	what they're up to, and they're constantly sharing photos.
30Min.mp4	00:19:46	But really, how different is that from us?
30Min.mp4	00:19:49	I mean, we spend most of our time
30Min.mp4	00:19:50	in our lives online, constantly sharing data.
30Min.mp4	00:19:52	Except in our case,
30Min.mp4	00:19:54	that data doesn't just sit in a NASA archive.
30Min.mp4	00:19:56	It gets bought,
30Min.mp4	00:19:58	sold, and used in ways
30Min.mp4	00:19:59	we're not always aware of.
30Min.mp4	00:20:01	That's why I've been using today's sponsor,
30Min.mp4	00:20:04	Incogni.
30Min.mp4	00:20:04	I created my account a year ago,
30Min.mp4	00:20:06	and since then, they've filed over 300 requests
30Min.mp4	00:20:09	on my behalf,
30Min.mp4	00:20:11	resulting in my data being removed from over 100
30Min.mp4	00:20:14	marketing and spam databases.
30Min.mp4	00:20:15	If I tried to do that myself,
30Min.mp4	00:20:17	it would have taken around 230 hours
30Min.mp4	00:20:20	of work.
30Min.mp4	00:20:21	That is time I can better spend making videos.
30Min.mp4	00:20:24	Which I'm sure you appreciate.
30Min.mp4	00:20:27	So to try Incogni,
30Min.mp4	00:20:28	visit incogni.com
30Min.mp4	00:20:30	slash veritasium.
30Min.mp4	00:20:31	I'll put that link down in the description,
30Min.mp4	00:20:32	or you can scan this QR code.
30Min.mp4	00:20:35	And when you do, make sure to use code veritasium
30Min.mp4	00:20:38	to get 60% off your annual subscription.
30Min.mp4	00:20:41	So head over to
30Min.mp4	00:20:42	incogni.com slash veritasium
30Min.mp4	00:20:44	and protect your online data today.
30Min.mp4	00:20:46	I want to thank Incogni for sponsoring
30Min.mp4	00:20:48	this part of the video, and now,
30Min.mp4	00:20:50	back to Ingenuity.
30Min.mp4	00:20:53	So we just had this one final thing to do.
30Min.mp4	00:20:55	We needed to cross this sand dune
30Min.mp4	00:20:57	and make it to Bright Angel,
30Min.mp4	00:20:59	to rendezvous with the rover.
30Min.mp4	00:21:00	So on 71, we basically went up,
30Min.mp4	00:21:02	we were flying,
30Min.mp4	00:21:04	and then after about 10 seconds
30Min.mp4	00:21:07	of flying with degraded navigation,
30Min.mp4	00:21:08	we went into an emergency landing mode
30Min.mp4	00:21:10	and sort of came down hard.
30Min.mp4	00:21:13	They hail Ginny,
30Min.mp4	00:21:14	and luckily, she's still alive.
30Min.mp4	00:21:17	In the error code,
30Min.mp4	00:21:18	they discover the problem.
30Min.mp4	00:21:20	As she was flying over the dunes,
30Min.mp4	00:21:21	there just weren't enough rocks or landmarks
30Min.mp4	00:21:24	for her camera to identify.
30Min.mp4	00:21:26	And without those references,
30Min.mp4	00:21:27	she quickly lost track of her position
30Min.mp4	00:21:30	and had to make an emergency landing.
30Min.mp4	00:21:34	It's similar to the camera issue
30Min.mp4	00:21:36	from flight 6, but this time,
30Min.mp4	00:21:38	there's no software fix.
30Min.mp4	00:21:40	They check for structural damage,
30Min.mp4	00:21:42	but surprisingly, everything is still intact.
30Min.mp4	00:21:46	So they attempt another flight,
30Min.mp4	00:21:48	this time going straight up to scan
30Min.mp4	00:21:50	the surroundings and then coming straight back down.
30Min.mp4	00:21:52	Simple.
30Min.mp4	00:21:53	We popped up, took pictures,
30Min.mp4	00:21:55	and then on the way back down,
30Min.mp4	00:21:56	we hit the same problems we did on 71.
30Min.mp4	00:21:59	Only this time, it's fatal.
30Min.mp4	00:22:04	Perseverance drives over
30Min.mp4	00:22:05	and captures this image of her crash site.
30Min.mp4	00:22:09	When we saw the blades broken,
30Min.mp4	00:22:12	when we saw that first image after flight 72,
30Min.mp4	00:22:14	that was heart-wrenching.
30Min.mp4	00:22:15	It was like, no, there's no way
30Min.mp4	00:22:18	this mission is going to continue.
30Min.mp4	00:22:20	That was very depressing.
30Min.mp4	00:22:23	So why?
30Min.mp4	00:22:25	Because 71
30Min.mp4	00:22:26	was also a crash landing,
30Min.mp4	00:22:27	for the same reasons.
30Min.mp4	00:22:28	The nav system was confused and drove us into the ground.
30Min.mp4	00:22:31	But we came out of that apparently unscathed,
30Min.mp4	00:22:34	and yet on 72,
30Min.mp4	00:22:36	we self-destructed.
30Min.mp4	00:22:38	This is the first air crash
30Min.mp4	00:22:39	investigation on another planet, right?
30Min.mp4	00:22:41	Yeah, that's right.
30Min.mp4	00:22:42	First aircraft on another planet,
30Min.mp4	00:22:44	and then the first air crash investigation on another planet.
30Min.mp4	00:22:47	They kind of go hand in hand.
30Min.mp4	00:22:50	On the crash site,
30Min.mp4	00:22:50	they find Ingenuity's blades scattered,
30Min.mp4	00:22:53	but not in the way they expect.
30Min.mp4	00:22:55	We noticed something interesting,
30Min.mp4	00:22:56	which was there was no blade strike spot.
30Min.mp4	00:22:59	Blades spinning this fast,
30Min.mp4	00:23:00	when they hit the ground,
30Min.mp4	00:23:01	they're going to create a spray.
30Min.mp4	00:23:03	There's going to be a pattern,
30Min.mp4	00:23:04	probably even visible from orbit.
30Min.mp4	00:23:06	And we didn't see anything like that.
30Min.mp4	00:23:07	So if the blades didn't strike the ground,
30Min.mp4	00:23:10	then what happened?
30Min.mp4	00:23:11	So this is an actual prototype blade
30Min.mp4	00:23:14	from the development phase.
30Min.mp4	00:23:20	It's a thin fiber composite with a foam core.
30Min.mp4	00:23:23	It's incredibly light,
30Min.mp4	00:23:24	if you want to feel it.
30Min.mp4	00:23:25	Whoa!
30Min.mp4	00:23:27	That's actually crazy!
30Min.mp4	00:23:29	That's like at least a quarter of what I expected
30Min.mp4	00:23:31	just looking at it.
30Min.mp4	00:23:32	It doesn't feel physical.
30Min.mp4	00:23:34	So why did they break?
30Min.mp4	00:23:36	Well, as the blades spin,
30Min.mp4	00:23:38	the tips of the blades trace out a circle,
30Min.mp4	00:23:40	which you can think of like a hula hoop.
30Min.mp4	00:23:42	If there's a force up on the near side,
30Min.mp4	00:23:45	you might expect the rotor to tilt
30Min.mp4	00:23:47	immediately in this direction.
30Min.mp4	00:23:50	But that is not actually what happens.
30Min.mp4	00:23:52	See, the blade isn't stationary,
30Min.mp4	00:23:54	it's moving really fast.
30Min.mp4	00:23:55	So when you apply this force,
30Min.mp4	00:23:57	it actually only moves after that point.
30Min.mp4	00:23:59	So the maximum displacement occurs 90 degrees later.
30Min.mp4	00:24:03	So even though we push up on the near side,
30Min.mp4	00:24:05	the blades tilt up on the right
30Min.mp4	00:24:07	and down on the left.
30Min.mp4	00:24:09	This effect is called precession.
30Min.mp4	00:24:11	And it's the same principle
30Min.mp4	00:24:12	that explains this spinning bike wheel demonstration.
30Min.mp4	00:24:16	Now, Ingenuity has a second set of blades
30Min.mp4	00:24:18	that are moving in the opposite direction.
30Min.mp4	00:24:20	Which means that when a force is applied,
30Min.mp4	00:24:22	each set of blades experiences
30Min.mp4	00:24:24	precession in the opposite direction.
30Min.mp4	00:24:27	For the helicopter overall,
30Min.mp4	00:24:29	these torques cancel out.
