video,segment_index,start_time,end_time,language,scene_id,text
30Min,53,195.16,198.06,en,72,"In just one month, they complete five flights."
30Min,54,198.74,202.72,en,74,So the mission has been accomplished.
30Min,54,198.74,202.72,en,74,So the mission has been accomplished.
30Min,55,203.42,205.5,en,78,"We were a tech demo, right?"
30Min,55,203.42,205.5,en,78,"We were a tech demo, right?"
30Min,56,205.56,208.82,en,79,Meaning a specified narrow 30 sol mission.
30Min,56,205.56,208.82,en,79,Meaning a specified narrow 30 sol mission.
30Min,58,208.82,211.36,en,79,"Get in, get out, we're done, right?"
30Min,58,208.82,211.36,en,79,"Get in, get out, we're done, right?"
30Min,59,211.46,214.24,en,79,"We go to a bar and party, and that should be the end of it."
30Min,59,211.46,214.24,en,79,"We go to a bar and party, and that should be the end of it."
30Min,60,214.42,217.1,en,81,But with success comes new expectations.
30Min,60,214.42,217.1,en,81,But with success comes new expectations.
30Min,61,218.23999999999998,220.06,en,83,NASA tells them to keep going.
30Min,61,218.23999999999998,220.06,en,83,NASA tells them to keep going.
30Min,62,220.54,225.62,en,83,Ingenuity's new mission is to assist Perseverance in the search for evidence of ancient life
30Min,62,220.54,225.62,en,83,Ingenuity's new mission is to assist Perseverance in the search for evidence of ancient life
30Min,63,225.62,226.24,en,85,on Mars.
30Min,63,225.62,226.24,en,85,on Mars.
30Min,64,226.5,232.26,en,85,"So she will scout ahead, gathering data in areas too risky or costly for the rover to"
30Min,64,226.5,232.26,en,85,"So she will scout ahead, gathering data in areas too risky or costly for the rover to"
30Min,65,232.26,232.74,en,87,explore.
30Min,65,232.26,232.74,en,87,explore.
30Min,66,233.1,235.1,en,87,"For the team, this is great news."
30Min,66,233.1,235.1,en,87,"For the team, this is great news."
30Min,67,235.46,237.14,en,88,But it's also a problem.
30Min,67,235.46,237.14,en,88,But it's also a problem.
30Min,68,237.38,238.8,en,89,There was no guarantee that we would be able to get to Mars.
30Min,68,237.38,238.8,en,89,There was no guarantee that we would be able to get to Mars.
30Min,69,238.8,239.08,en,90,So we're going to have to go to the moon.
30Min,69,238.8,239.08,en,90,So we're going to have to go to the moon.
30Min,70,239.08,240.16,en,90,"But the thing is, if we don't get to Mars, we don't have any guarantee, you know, after"
30Min,70,239.08,240.16,en,90,"But the thing is, if we don't get to Mars, we don't have any guarantee, you know, after"
30Min,71,240.16,243.46,en,90,"flight five, we may be dead by flight seven, right?"
30Min,71,240.16,243.46,en,90,"flight five, we may be dead by flight seven, right?"
30Min,72,243.5,244.7,en,90,We may be dead by flight 10.
30Min,72,243.5,244.7,en,90,We may be dead by flight 10.
30Min,73,244.92,247.22,en,90,We were kind of thrown into the deep end of the pool.
30Min,73,244.92,247.22,en,90,We were kind of thrown into the deep end of the pool.
30Min,74,247.38,251.96,en,91,We had no processes or no plans developed for such a thing.
30Min,74,247.38,251.96,en,91,We had no processes or no plans developed for such a thing.
30Min,75,252.66,256.1,en,92,"Until now, every flight had been carefully planned."
30Min,75,252.66,256.1,en,92,"Until now, every flight had been carefully planned."
30Min,76,256.42,261.38,en,92,They've all started from an area selected and analyzed by both satellites and the Perseverance
30Min,76,256.42,261.38,en,92,They've all started from an area selected and analyzed by both satellites and the Perseverance
30Min,77,261.38,262.0,en,94,rover itself.
30Min,77,261.38,262.0,en,94,rover itself.
30Min,78,262.44,267.26,en,94,These flights were tested hundreds of times in JPL's wind tunnel and tens of thousands
30Min,78,262.44,267.26,en,94,These flights were tested hundreds of times in JPL's wind tunnel and tens of thousands
30Min,79,267.26,268.42,en,96,of times in simulation.
30Min,79,267.26,268.42,en,96,of times in simulation.
30Min,80,268.42,268.78,en,96,So you can see the difference.
30Min,80,268.42,268.78,en,96,So you can see the difference.
30Min,81,268.8,272.96,en,97,"But now that they have to keep up with the rover, they're flying into the unknown."
30Min,81,268.8,272.96,en,97,"But now that they have to keep up with the rover, they're flying into the unknown."
30Min,82,274.62,277.1,en,99,Now flying the helicopter isn't easy.
30Min,82,274.62,277.1,en,99,Now flying the helicopter isn't easy.
30Min,83,277.32,282.86,en,100,"At its closest, Mars is 56 million kilometers from Earth, which means there's at least a"
30Min,83,277.32,282.86,en,100,"At its closest, Mars is 56 million kilometers from Earth, which means there's at least a"
30Min,84,282.86,288.76,en,102,"six minute round trip communications time delay, which is way longer than Ingenuity's"
30Min,84,282.86,288.76,en,102,"six minute round trip communications time delay, which is way longer than Ingenuity's"
30Min,85,288.76,290.54,en,104,two minute maximum flight time.
30Min,85,288.76,290.54,en,104,two minute maximum flight time.
30Min,86,290.72,293.04,en,104,So she has to fly autonomously.
30Min,86,290.72,293.04,en,104,So she has to fly autonomously.
30Min,87,293.22,297.86,en,104,So what happens is the pilot programs in a route and Ginny does the rest.
30Min,87,293.22,297.86,en,104,So what happens is the pilot programs in a route and Ginny does the rest.
30Min,88,297.86,302.36,en,106,"But to start, JPL first needs to know exactly where she's located."
30Min,88,297.86,302.36,en,106,"But to start, JPL first needs to know exactly where she's located."
30Min,89,302.62,307.58,en,106,"You might think that they would use GPS, but for GPS to work on Earth, you need at least"
30Min,89,302.62,307.58,en,106,"You might think that they would use GPS, but for GPS to work on Earth, you need at least"
30Min,90,307.58,309.66,en,107,24 satellites for full coverage.
30Min,90,307.58,309.66,en,107,24 satellites for full coverage.
30Min,91,309.88,312.74,en,107,"And around Mars, there are only seven satellites total."
30Min,91,309.88,312.74,en,107,"And around Mars, there are only seven satellites total."
30Min,92,312.88,315.16,en,108,So Ingenuity can't use this method.
30Min,92,312.88,315.16,en,108,So Ingenuity can't use this method.
30Min,93,315.36,318.08,en,109,"So instead, what she does is far simpler."
30Min,93,315.36,318.08,en,109,"So instead, what she does is far simpler."
30Min,94,318.86,325.54,en,110,"We have two cameras, a forward facing 13 megapixel camera, and then the one pointing down is"
30Min,94,318.86,325.54,en,110,"We have two cameras, a forward facing 13 megapixel camera, and then the one pointing down is"
30Min,95,325.54,326.46,en,112,the one that we use to navigate.
30Min,95,325.54,326.46,en,112,the one that we use to navigate.
30Min,96,326.72,327.84,en,112,The navigation control is very simple.
30Min,96,326.72,327.84,en,112,The navigation control is very simple.
30Min,97,327.84,330.52,en,112,The navigation camera takes 30 black and white images per second.
30Min,97,327.84,330.52,en,112,The navigation camera takes 30 black and white images per second.
30Min,98,331.02,335.04,en,114,Ingenuity's computer analyzes the image and identifies features on the surface.
30Min,98,331.02,335.04,en,114,Ingenuity's computer analyzes the image and identifies features on the surface.
30Min,99,335.34,340.14,en,114,"You can think of it sort of like an optical mouse, like your optical mouse is on the mousepad."
30Min,99,335.34,340.14,en,114,"You can think of it sort of like an optical mouse, like your optical mouse is on the mousepad."
30Min,100,340.3,344.6,en,116,"It doesn't know where on the mousepad it is, but when you move to the right, it knows you"
30Min,100,340.3,344.6,en,116,"It doesn't know where on the mousepad it is, but when you move to the right, it knows you"
30Min,101,344.6,348.16,en,117,move to the right because what it's doing is it's looking at features on the surface
30Min,101,344.6,348.16,en,117,move to the right because what it's doing is it's looking at features on the surface
30Min,102,348.16,350.82,en,118,of the mousepad and watching them move under its field of view.
30Min,102,348.16,350.82,en,118,of the mousepad and watching them move under its field of view.
30Min,103,351.42,353.92,en,118,So Ingenuity is essentially doing the same thing.
30Min,103,351.42,353.92,en,118,So Ingenuity is essentially doing the same thing.
30Min,104,354.06,355.48,en,119,It's looking at the surface.
30Min,104,354.06,355.48,en,119,It's looking at the surface.
30Min,105,355.6,357.82,en,120,It's picking out features like rocks and other things.
30Min,105,355.6,357.82,en,120,It's picking out features like rocks and other things.
30Min,110,357.84,361.3,en,121,"And between camera images, it says, oh, this rock moved this way."
30Min,110,357.84,361.3,en,121,"And between camera images, it says, oh, this rock moved this way."
30Min,111,361.34,363.24,en,121,This thing over here moved this way.
30Min,111,361.34,363.24,en,121,This thing over here moved this way.
30Min,112,363.36,367.44,en,121,"And from that, you can compute a transform to say my helicopter was here and now it's"
30Min,112,363.36,367.44,en,121,"And from that, you can compute a transform to say my helicopter was here and now it's"
30Min,113,367.44,368.86,en,122,here relative to this image.
30Min,113,367.44,368.86,en,122,here relative to this image.
30Min,114,369.18,372.86,en,123,"Now this sounds good, but the method isn't 100% reliable."
30Min,114,369.18,372.86,en,123,"Now this sounds good, but the method isn't 100% reliable."
30Min,115,375.78000000000003,380.78,en,124,"On flight six, the first time she leaves her testing area, Ingenuity detects an error."
30Min,115,375.78000000000003,380.78,en,124,"On flight six, the first time she leaves her testing area, Ingenuity detects an error."
30Min,116,381.04,386.66,en,126,"Fifty four seconds into the flight, she starts wobbling wildly, tilting 20 degrees at a time."
30Min,116,381.04,386.66,en,126,"Fifty four seconds into the flight, she starts wobbling wildly, tilting 20 degrees at a time."
30Min,117,386.92,387.82,en,126,Her amazing ability to detect an error is just amazing.
30Min,117,386.92,387.82,en,126,Her amazing ability to detect an error is just amazing.
30Min,119,387.84,388.14,en,127,"Ingenuity detects an error, and so does the mission."
30Min,119,387.84,388.14,en,127,"Ingenuity detects an error, and so does the mission."
30Min,122,388.14,389.16,en,128,"And then she starts the next step, which is to make the emergency alarms blare."
30Min,122,388.14,389.16,en,128,"And then she starts the next step, which is to make the emergency alarms blare."
30Min,123,390.8,395.02,en,129,"We had a black and white image, black and white image, black and white image, and we"
30Min,123,390.8,395.02,en,129,"We had a black and white image, black and white image, black and white image, and we"
30Min,124,395.02,399.52,en,131,had a color image come very closely to where that black and white image occurred in time.
30Min,124,395.02,399.52,en,131,had a color image come very closely to where that black and white image occurred in time.
30Min,125,399.84,404.36,en,131,"This color camera was added late in development, leaving little time for testing."
30Min,125,399.84,404.36,en,131,"This color camera was added late in development, leaving little time for testing."
30Min,126,404.64,409.24,en,132,"During this flight, one of the images arrives at the exact same moment as a black and white"
30Min,126,404.64,409.24,en,132,"During this flight, one of the images arrives at the exact same moment as a black and white"
30Min,127,409.24,409.64,en,134,image.
30Min,127,409.24,409.64,en,134,image.
30Min,128,409.84,414.42,en,134,"The system doesn't know what to do, so it drops the black and white image."
30Min,128,409.84,414.42,en,134,"The system doesn't know what to do, so it drops the black and white image."
30Min,129,414.62,417.82,en,134,This makes every following image one step behind.
30Min,129,414.62,417.82,en,134,This makes every following image one step behind.
30Min,131,417.84,422.06,en,135,This means Ingenuity's cameras are giving her outdated information.
30Min,131,417.84,422.06,en,135,This means Ingenuity's cameras are giving her outdated information.
30Min,132,422.5,427.14,en,135,"So even when she's in the right spot, the computer thinks she's lagging behind and pushes"
30Min,132,422.5,427.14,en,135,"So even when she's in the right spot, the computer thinks she's lagging behind and pushes"
30Min,133,427.14,427.8,en,136,her forward.
30Min,133,427.14,427.8,en,136,her forward.
30Min,134,428.0,432.52,en,136,"So she overshoots, tilts too far, and then has to overcorrect in the other direction."
30Min,134,428.0,432.52,en,136,"So she overshoots, tilts too far, and then has to overcorrect in the other direction."
30Min,135,432.76,437.62,en,137,"This cycle repeats, making her wobble worse in a positive feedback loop."
30Min,135,432.76,437.62,en,137,"This cycle repeats, making her wobble worse in a positive feedback loop."
30Min,136,438.65999999999997,441.58,en,139,"Now that is a problem, but it isn't fatal."
30Min,136,438.65999999999997,441.58,en,139,"Now that is a problem, but it isn't fatal."
30Min,137,441.88,444.68,en,139,The desyncing issue was like one camera frame off.
30Min,137,441.88,444.68,en,139,The desyncing issue was like one camera frame off.
30Min,138,445.26,447.82,en,140,"If it had been more than that, I think you could have done better."
30Min,138,445.26,447.82,en,140,"If it had been more than that, I think you could have done better."
30Min,144,447.84,450.2,en,140,So you can imagine that it might have death spiraled.
30Min,144,447.84,450.2,en,140,So you can imagine that it might have death spiraled.
30Min,145,450.5,454.8,en,141,"Instead, Ginny detects the problem and is able to emergency land before it gets too"
30Min,145,450.5,454.8,en,141,"Instead, Ginny detects the problem and is able to emergency land before it gets too"
30Min,146,454.8,455.1,en,141,ugly.
30Min,146,454.8,455.1,en,141,ugly.
30Min,147,455.44,460.3,en,141,"While safely on the ground, JPL discovers the error and quickly corrects it with a software"
30Min,147,455.44,460.3,en,141,"While safely on the ground, JPL discovers the error and quickly corrects it with a software"
30Min,148,460.3,460.6,en,143,patch.
30Min,148,460.3,460.6,en,143,patch.
30Min,149,461.02,463.14,en,144,"It's a close call, but they recover."
30Min,149,461.02,463.14,en,144,"It's a close call, but they recover."
30Min,150,463.46,467.52,en,144,"Over the next dozen flights, they keep up with the rover and support the mission."
30Min,150,463.46,467.52,en,144,"Over the next dozen flights, they keep up with the rover and support the mission."
30Min,151,467.72,469.84,en,145,That is until flight 19.
30Min,151,467.72,469.84,en,145,That is until flight 19.
30Min,152,473.82,477.82,en,146,"You were about to fly that flight, and I got a flight that wasn't very good."
30Min,152,473.82,477.82,en,146,"You were about to fly that flight, and I got a flight that wasn't very good."
30Min,156,477.82,479.76,en,148,"We got a phone call the afternoon before,"
30Min,156,477.82,479.76,en,148,"We got a phone call the afternoon before,"
30Min,157,480.82,483.4,en,148,basically saying there's a dust storm brewing
30Min,157,480.82,483.4,en,148,basically saying there's a dust storm brewing
30Min,158,483.4,485.92,en,148,near Jezero Crater.
30Min,158,483.4,485.92,en,148,near Jezero Crater.
30Min,159,487.6,490.4,en,149,"So we quickly canceled the flight and said,"
30Min,159,487.6,490.4,en,149,"So we quickly canceled the flight and said,"
30Min,160,490.44,493.16,en,150,"well, we're just going to hunker down and see what happens."
30Min,160,490.44,493.16,en,150,"well, we're just going to hunker down and see what happens."
30Min,161,494.82,495.84,en,151,They brace for impact.
30Min,161,494.82,495.84,en,151,They brace for impact.
30Min,162,501.6,506.64,en,153,It lasts six days with winds gusting up to 20 meters per second.
30Min,162,501.6,506.64,en,153,It lasts six days with winds gusting up to 20 meters per second.
30Min,163,506.64,509.08,en,156,"That first dust storm in the middle of fall,"
30Min,163,506.64,509.08,en,156,"That first dust storm in the middle of fall,"
30Min,164,509.18,510.86,en,158,"in the first Martian year that we were on the surface,"
30Min,164,509.18,510.86,en,158,"in the first Martian year that we were on the surface,"
30Min,165,511.28,512.36,en,159,it clobbered us.
30Min,165,511.28,512.36,en,159,it clobbered us.
30Min,166,514.3,516.78,en,160,But they make it through.
30Min,166,514.3,516.78,en,160,But they make it through.
30Min,167,518.28,520.36,en,160,"Nervously, they try to make contact."
30Min,167,518.28,520.36,en,160,"Nervously, they try to make contact."
30Min,168,520.8,522.74,en,160,And she survived.
30Min,168,520.8,522.74,en,160,And she survived.
30Min,169,523.3800000000001,525.74,en,160,"She hasn't died or toppled over,"
30Min,169,523.3800000000001,525.74,en,160,"She hasn't died or toppled over,"
30Min,170,525.88,527.72,en,160,but now they have a new problem.
30Min,170,525.88,527.72,en,160,but now they have a new problem.
30Min,171,528.36,528.92,en,161,Dust.
30Min,171,528.36,528.92,en,161,Dust.
30Min,172,530.36,532.54,en,161,Dust on Mars is no joke.
30Min,172,530.36,532.54,en,161,Dust on Mars is no joke.
30Min,173,532.72,535.0,en,162,"I mean, for Ginny, there are two big problems."
30Min,173,532.72,535.0,en,162,"I mean, for Ginny, there are two big problems."
30Min,174,535.24,536.62,en,162,"First, dust is a problem"
30Min,174,535.24,536.62,en,162,"First, dust is a problem"
30Min,175,536.64,537.94,en,163,"because it's covering her solar panels,"
30Min,175,536.64,537.94,en,163,"because it's covering her solar panels,"
30Min,176,538.04,540.1,en,163,reducing power by 18%.
30Min,176,538.04,540.1,en,163,reducing power by 18%.
30Min,177,540.64,543.48,en,164,"And second, it's clogging her mechanical components."
30Min,177,540.64,543.48,en,164,"And second, it's clogging her mechanical components."
30Min,178,543.82,545.26,en,165,We went to go fly.
30Min,178,543.82,545.26,en,165,We went to go fly.
30Min,179,545.34,547.02,en,166,"When we went to wiggle the servos,"
30Min,179,545.34,547.02,en,166,"When we went to wiggle the servos,"
30Min,180,547.64,548.56,en,166,they were actually stuck.
30Min,180,547.64,548.56,en,166,they were actually stuck.
30Min,181,548.66,550.04,en,166,They were kind of jammed from the dust.
30Min,181,548.66,550.04,en,166,They were kind of jammed from the dust.
30Min,182,550.26,553.24,en,167,So that aborted the first attempt at Flight 19.
30Min,182,550.26,553.24,en,167,So that aborted the first attempt at Flight 19.
30Min,183,554.52,557.38,en,167,"Now, JPL had anticipated both of these problems,"
30Min,183,554.52,557.38,en,167,"Now, JPL had anticipated both of these problems,"
30Min,184,557.52,560.28,en,168,but they hadn't had the time or budget to fix them.
30Min,184,557.52,560.28,en,168,but they hadn't had the time or budget to fix them.
30Min,185,560.5,563.06,en,168,"So for the first, they just have to accept"
30Min,185,560.5,563.06,en,168,"So for the first, they just have to accept"
30Min,186,563.06,564.72,en,168,"that they have reduced solar power,"
30Min,186,563.06,564.72,en,168,"that they have reduced solar power,"
30Min,187,564.8,566.62,en,168,and they adjust their flight durations.
30Min,187,564.8,566.62,en,168,and they adjust their flight durations.
30Min,188,566.64,570.26,en,168,"For the second, they find a workaround"
30Min,188,566.64,570.26,en,168,"For the second, they find a workaround"
30Min,189,570.26,572.94,en,168,by repeatedly wiggling the servos
30Min,189,570.26,572.94,en,168,by repeatedly wiggling the servos
30Min,190,572.94,574.32,en,168,until the joints clear.
30Min,190,572.94,574.32,en,168,until the joints clear.
30Min,191,574.64,578.0,en,168,"So she's able to keep flying, albeit wounded."
30Min,191,574.64,578.0,en,168,"So she's able to keep flying, albeit wounded."
30Min,192,578.28,581.1,en,169,And survival isn't getting any easier.
30Min,192,578.28,581.1,en,169,And survival isn't getting any easier.
30Min,193,581.46,583.06,en,170,"See, every Martian night,"
30Min,193,581.46,583.06,en,170,"See, every Martian night,"
30Min,194,583.18,585.0,en,170,the temperature drops precipitously.
30Min,194,583.18,585.0,en,170,the temperature drops precipitously.
30Min,195,585.26,588.4,en,171,My friend Alex from the channel Astrum describes it well.
30Min,195,585.26,588.4,en,171,My friend Alex from the channel Astrum describes it well.
30Min,196,589.26,590.64,en,173,"With less atmosphere,"
30Min,196,589.26,590.64,en,173,"With less atmosphere,"
30Min,197,590.98,593.84,en,173,Mars became far worse at retaining heat.
30Min,197,590.98,593.84,en,173,Mars became far worse at retaining heat.
30Min,198,594.14,596.12,en,173,"When the surface starts to cool,"
30Min,198,594.14,596.12,en,173,"When the surface starts to cool,"
30Min,199,596.12,598.74,en,174,there is no air to catch the escaping warmth.
30Min,199,596.12,598.74,en,174,there is no air to catch the escaping warmth.
30Min,200,599.24,600.62,en,174,"It is at the point where,"
30Min,200,599.24,600.62,en,174,"It is at the point where,"
30Min,201,600.76,602.9,en,175,if you were to stand on the planet's equator
30Min,201,600.76,602.9,en,175,if you were to stand on the planet's equator
30Min,202,602.9,605.02,en,175,"during its warmest time of the day,"
30Min,202,602.9,605.02,en,175,"during its warmest time of the day,"
30Min,203,605.14,607.82,en,175,"your feet might feel 23 degrees Celsius,"
30Min,203,605.14,607.82,en,175,"your feet might feel 23 degrees Celsius,"
30Min,204,608.1,611.4,en,175,"while at your head, it would be 0 degrees Celsius."
30Min,204,608.1,611.4,en,175,"while at your head, it would be 0 degrees Celsius."
30Min,205,611.96,614.4,en,175,"This means, between day and night,"
30Min,205,611.96,614.4,en,175,"This means, between day and night,"
30Min,206,614.46,617.08,en,176,Mars has some intense temperature swings.
30Min,206,614.46,617.08,en,176,Mars has some intense temperature swings.
30Min,207,618.0,622.0,en,176,Temperatures there now range from highs of around 27 degrees Celsius
30Min,207,618.0,622.0,en,176,Temperatures there now range from highs of around 27 degrees Celsius
30Min,208,622.0,626.1,en,176,down to a freezing minus 133 degrees Celsius.
30Min,208,622.0,626.1,en,176,down to a freezing minus 133 degrees Celsius.
30Min,209,626.12,630.7,en,176,If you want to learn more about how this leads to
30Min,209,626.12,630.7,en,176,If you want to learn more about how this leads to
30Min,210,630.7,632.92,en,177,"entire planet-covering dust storms,"
30Min,210,630.7,632.92,en,177,"entire planet-covering dust storms,"
30Min,211,633.14,635.8,en,177,Astrum has a whole video on the Martian climate.
30Min,211,633.14,635.8,en,177,Astrum has a whole video on the Martian climate.
30Min,212,636.82,638.82,en,178,So these massive shifts in temperature
30Min,212,636.82,638.82,en,178,So these massive shifts in temperature
30Min,213,638.82,640.42,en,178,are happening all the time.
30Min,213,638.82,640.42,en,178,are happening all the time.
30Min,214,640.68,642.58,en,178,"But as Ginny's mission progresses,"
30Min,214,640.68,642.58,en,178,"But as Ginny's mission progresses,"
30Min,215,642.88,644.96,en,179,Mars gets farther away from the Sun
30Min,215,642.88,644.96,en,179,Mars gets farther away from the Sun
30Min,216,644.96,646.54,en,179,and enters the Martian winter.
30Min,216,644.96,646.54,en,179,and enters the Martian winter.
30Min,217,647.16,649.72,en,179,"So it gets even colder at night,"
30Min,217,647.16,649.72,en,179,"So it gets even colder at night,"
30Min,218,649.94,651.34,en,180,which is a problem.
30Min,218,649.94,651.34,en,180,which is a problem.
30Min,219,651.76,654.48,en,181,Many of Ingenuity's key electrical components
30Min,219,651.76,654.48,en,181,Many of Ingenuity's key electrical components
30Min,220,654.48,655.92,en,181,are hand-soldered.
30Min,220,654.48,655.92,en,181,are hand-soldered.
30Min,221,655.92,658.08,en,182,And big temperature swings cause
30Min,221,655.92,658.08,en,182,And big temperature swings cause
30Min,222,658.08,660.44,en,183,expansion and contraction of this metal.
30Min,222,658.08,660.44,en,183,expansion and contraction of this metal.
30Min,223,660.54,663.12,en,183,And so that can eventually break these connections.
30Min,223,660.54,663.12,en,183,And so that can eventually break these connections.
30Min,224,663.54,665.52,en,184,"Also, inside the batteries,"
30Min,224,663.54,665.52,en,184,"Also, inside the batteries,"
30Min,225,665.64,668.2,en,185,a liquid electrolyte solution allows lithium ions
30Min,225,665.64,668.2,en,185,a liquid electrolyte solution allows lithium ions
30Min,226,668.2,670.38,en,185,to move between the cathode and anode
30Min,226,668.2,670.38,en,185,to move between the cathode and anode
30Min,227,670.38,672.22,en,185,during charging and discharging.
30Min,227,670.38,672.22,en,185,during charging and discharging.
30Min,228,672.44,674.36,en,185,"But if this solution freezes,"
30Min,228,672.44,674.36,en,185,"But if this solution freezes,"
30Min,229,674.56,677.84,en,187,JPL fears that the whole thing will stop working entirely.
30Min,229,674.56,677.84,en,187,JPL fears that the whole thing will stop working entirely.
30Min,230,678.26,680.42,en,187,So what they do is keep all the components
30Min,230,678.26,680.42,en,187,So what they do is keep all the components
30Min,231,680.42,683.1,en,188,"sensitive to the cold inside a warm box,"
30Min,231,680.42,683.1,en,188,"sensitive to the cold inside a warm box,"
30Min,232,683.26,685.88,en,189,which has resistance heaters that run during the night.
30Min,232,683.26,685.88,en,189,which has resistance heaters that run during the night.
30Min,233,685.92,689.92,en,189,"You might spend 25 or 30% of your battery flying,"
30Min,233,685.92,689.92,en,189,"You might spend 25 or 30% of your battery flying,"
30Min,234,690.06,695.22,en,190,and the other 60 to 75% is all just staying warm at night.
30Min,234,690.06,695.22,en,190,and the other 60 to 75% is all just staying warm at night.
30Min,235,695.48,697.4,en,190,"The problem is, the colder it gets,"
30Min,235,695.48,697.4,en,190,"The problem is, the colder it gets,"
30Min,236,697.5,699.22,en,191,the harder the heaters have to work.
30Min,236,697.5,699.22,en,191,the harder the heaters have to work.
30Min,237,699.4,700.74,en,191,"And if they can't keep up,"
30Min,237,699.4,700.74,en,191,"And if they can't keep up,"
30Min,238,700.76,702.46,en,191,"and the batteries cool too much,"
30Min,238,700.76,702.46,en,191,"and the batteries cool too much,"
30Min,239,702.5,703.62,en,191,they become less efficient.
30Min,239,702.5,703.62,en,191,they become less efficient.
30Min,240,703.82,706.4,en,191,So they supply even less power to the heaters.
30Min,240,703.82,706.4,en,191,So they supply even less power to the heaters.
30Min,241,706.62,708.8,en,192,Performance can continue to degrade
30Min,241,706.62,708.8,en,192,Performance can continue to degrade
30Min,242,708.8,710.66,en,192,in a vicious death spiral.
30Min,242,708.8,710.66,en,192,in a vicious death spiral.
30Min,243,713.5,715.1,en,193,"On the morning of May 3rd,"
30Min,243,713.5,715.1,en,193,"On the morning of May 3rd,"
30Min,244,715.1,717.46,en,193,the team at JPL goes about a normal day.
30Min,244,715.1,717.46,en,193,the team at JPL goes about a normal day.
30Min,245,717.8,720.04,en,196,They check the data from the previous downlink.
30Min,245,717.8,720.04,en,196,They check the data from the previous downlink.
30Min,246,720.56,721.0,en,196,Nothing.
30Min,246,720.56,721.0,en,196,Nothing.
30Min,247,721.56,723.28,en,197,They try pinging Ingenuity.
30Min,247,721.56,723.28,en,197,They try pinging Ingenuity.
30Min,248,724.78,725.52,en,198,Still nothing.
30Min,248,724.78,725.52,en,198,Still nothing.
30Min,249,726.26,728.04,en,198,Have they finally lost her?
30Min,249,726.26,728.04,en,198,Have they finally lost her?
30Min,250,728.62,732.72,en,198,Did we just lose our $70 million helicopter on Mars?
30Min,250,728.62,732.72,en,198,Did we just lose our $70 million helicopter on Mars?
30Min,251,732.84,734.0,en,199,Is this the end of the mission?
30Min,251,732.84,734.0,en,199,Is this the end of the mission?
30Min,252,735.4,736.48,en,200,"We thought this was it,"
30Min,252,735.4,736.48,en,200,"We thought this was it,"
30Min,253,736.56,737.74,en,200,"so let's just make sure,"
30Min,253,736.56,737.74,en,200,"so let's just make sure,"
30Min,254,737.86,739.64,en,201,"before we close the door on Ingenuity,"
30Min,254,737.86,739.64,en,201,"before we close the door on Ingenuity,"
30Min,255,739.7,740.44,en,201,we've thought of everything.
30Min,255,739.7,740.44,en,201,we've thought of everything.
30Min,256,743.18,744.4,en,203,We'll just keep working through it.
30Min,256,743.18,744.4,en,203,We'll just keep working through it.
30Min,257,745.1,747.2,en,204,They run through all the possible problems
30Min,257,745.1,747.2,en,204,They run through all the possible problems
30Min,258,747.2,749.4,en,204,until they narrow it down to just one.
30Min,258,747.2,749.4,en,204,until they narrow it down to just one.
30Min,259,749.92,751.3,en,204,"The way she was designed,"
30Min,259,749.92,751.3,en,204,"The way she was designed,"
30Min,260,751.48,754.26,en,204,Ginny has an alarm clock that wakes her up.
30Min,260,751.48,754.26,en,204,Ginny has an alarm clock that wakes her up.
30Min,261,754.5,756.24,en,204,It stays awake for 15 minutes.
30Min,261,754.5,756.24,en,204,It stays awake for 15 minutes.
30Min,262,756.38,758.4,en,205,"If it doesn't hear anything after 15 minutes,"
30Min,262,756.38,758.4,en,205,"If it doesn't hear anything after 15 minutes,"
30Min,263,758.48,759.18,en,206,it goes back to sleep.
30Min,263,758.48,759.18,en,206,it goes back to sleep.
30Min,264,759.28,760.86,en,206,Then it doesn't wake up until the next alarm.
30Min,264,759.28,760.86,en,206,Then it doesn't wake up until the next alarm.
30Min,265,761.2,762.98,en,206,Their hypothesis is this.
30Min,265,761.2,762.98,en,206,Their hypothesis is this.
30Min,266,763.12,765.12,en,207,If the lack of sunlight forced Ginny
30Min,266,763.12,765.12,en,207,If the lack of sunlight forced Ginny
30Min,267,765.12,766.68,en,207,"to fully deplete her batteries,"
30Min,267,765.12,766.68,en,207,"to fully deplete her batteries,"
30Min,268,766.9,768.22,en,208,"then during the night,"
30Min,268,766.9,768.22,en,208,"then during the night,"
30Min,269,768.22,769.6,en,208,"her heaters would have stopped,"
30Min,269,768.22,769.6,en,208,"her heaters would have stopped,"
30Min,270,769.68,771.32,en,208,and she would have powered off completely.
30Min,270,769.68,771.32,en,208,and she would have powered off completely.
30Min,271,771.7,772.84,en,209,"When the sun rises,"
30Min,271,771.7,772.84,en,209,"When the sun rises,"
30Min,272,773.08,775.08,en,209,"as long as her essential components stay on,"
30Min,272,773.08,775.08,en,209,"as long as her essential components stay on,"
30Min,273,775.1,778.12,en,209,she may recharge enough to wake up.
30Min,273,775.1,778.12,en,209,she may recharge enough to wake up.
30Min,274,778.28,780.62,en,209,Only now her clock will have reset.
30Min,274,778.28,780.62,en,209,Only now her clock will have reset.
30Min,275,781.48,783.4,en,209,So they run the calculations.
30Min,275,781.48,783.4,en,209,So they run the calculations.
30Min,276,783.76,784.92,en,210,"If she's still alive,"
30Min,276,783.76,784.92,en,210,"If she's still alive,"
